genuine	Authentic or real, adjective
ned	A common name, proper noun
judging	Forming an opinion or conclusion, verb
doubts	Uncertainties or lack of conviction, noun
warden	A person in charge of a prison, noun
ceiling	The upper interior surface of a room, noun
practicing	Engaging in a skill repeatedly, verb
somewhat	To a certain extent, adverb
established	Set up or recognized, verb
attempted	Tried or made an effort, verb
zombie	A fictional undead creature, noun
generations	Groups of individuals born around the same time, noun
gathering	An assembly of people, noun
warriors	Fighters or soldiers, noun
mick	A common name, proper noun
electrical	Relating to electricity, adjective
collins	A common name, proper noun
sobs	Cries or weeps loudly, verb
couples	Pairs of people in a relationship, noun
depend	To rely on or be contingent, verb
institute	An organization for education or research, noun
miranda	A common name, proper noun
principle	A fundamental truth or proposition, noun
fixing	Repairing or mending, verb
therapist	A trained mental health professional, noun
compete	To strive against others for a goal, verb
compliment	An expression of praise or admiration, noun
worship	To show reverence or adoration, verb
residence	A place where someone lives, noun
democracy	A system of government by the people, noun
joel	A common name, proper noun
published	Made publicly available, verb
myth	A traditional story explaining a phenomenon, noun
helpless	Unable to help oneself, adjective
screwing	Twisting or fastening, verb
kennedy	A common surname, proper noun
execution	The act of carrying out a sentence, noun
appetite	The desire for food, noun
formal	Following established conventions, adjective
strictly	In a rigorous or exact manner, adverb
sucked	To draw in or remove, verb
tanks	Large containers for holding liquids, noun
chickens	Domesticated birds raised for food, noun
gwen	A common name, proper noun
technical	Relating to a specific field or skill, adjective
stella	A common name, proper noun
rod	A long, thin, straight piece, noun
meets	Comes together or encounters, verb
shepherd	A person who herds sheep, noun
brazil	A country in South America, proper noun
brutal	Savage or cruel, adjective
alison	A common name, proper noun
vain	Excessively proud of one's appearance, adjective
switched	Changed or exchanged, verb
chi	A concept of vital energy in Chinese philosophy, noun
deer	A hoofed grazing animal, noun
brooklyn	A borough of New York City, proper noun
dresses	Garments worn by women, noun
retire	To stop working after a career, verb
overcome	To succeed in dealing with a challenge, verb
inspiration	Stimulus for creativity or motivation, noun
benjamin	A common name, proper noun
nicky	A common name, proper noun
thrilled	Extremely excited or pleased, adjective
tae	A common name, proper noun
suggestion	An idea or proposal offered, noun
dummy	A model or replica, noun
sailor	A person who works on a ship, noun
destination	The place to which one is going, noun
bass	A type of fish or low-frequency sound, noun
picnic	An outdoor meal, noun
idol	an object of worship or admiration, noun
trucks	large vehicles for transporting goods, noun
rank	position in a hierarchy or order, noun/verb
denise	a female given name, proper noun
yu	a common surname or given name, proper noun
veronica	a female given name, proper noun
blocked	obstructed or prevented from passing, adjective/verb
strict	enforcing rules rigorously, adjective
hiya	informal greeting, similar to "hi", interjection
formula	a mathematical or chemical expression, noun
clerk	an office worker or assistant, noun
samurai	Japanese warrior of noble class, noun
disturbed	interrupted or agitated, adjective/verb
vera	a female given name, proper noun
cafe	a small restaurant or coffee shop, noun
wandering	moving about without a fixed course, adjective/verb
consciousness	awareness of one's own existence, noun
val	a male given name, proper noun
nikki	a female given name, proper noun
min	a unit of time or a name, noun
bare	lacking covering or clothing, adjective
hans	a male given name, proper noun
caleb	a male given name, proper noun
butcher	someone who prepares and sells meat, noun/verb
arrangement	an organized structure or plan, noun
chased	pursued or followed quickly, verb
ministry	a government department or religious office, noun
